,artist,song,text,explicit_label
34937,Guns N' Roses,It's So Easy,"I see your sister in her Sunday dress   She's out to please   She pouts her best   She's out to take   No need to try   She's ready to make      It's so easy, easy   When everybody's tryin' to please me baby   It's so easy, easy   When everybody's tryin' to please me      Cars are crashin' every night   I drink n' drive everything's in sight   I make the fire   But I miss the firefight   I hit the bull's eye every night      It's so easy, easy   When everybody's tryin' to please me baby   Yeah it's so easy, easy   When everybody's tryin' to please me   So easy   But nothin' seems to please me   It all fits so right   When I fade into the night   See me hit you   You fall down      I see standin' there   You think you're so cool   Why don't you just   Fuck off      Ya get nothin' for nothin'   If that's what ya do   Turn around bitch I got a use for you   Besides you ain't got nothin' better to do   And I'm bored      It's so easy, easy   When everybody's tryin' to please me baby   It's so easy, easy   When everybody's tryin' to please me   So easy   But nothin' seems to please me   It all fits so right   When I fade into the night   So come with me   Don't ask me where 'cause I don't know   I'll try ta please you   I ain't got no money but it goes to show   It's so easy   So fucking easy   It's so easy   So damn easy   It's so easy   So fucking easy   It's so easy  ",TRUE
40840,Korn,Wish I Wasn't Born Today,I'm falling in this pit of sorrow   I really don't care anyway   Happiness I'm looking to borrow   Even four last seconds okay   I'm starting to feel so so hollow   Fill me up then go on your way   I doubt I'll be leasing tomorrow   So I'll just do my best anyway.      Hold me now   I've been knocking down   Killing all these waves of shame   Hold me down   Feeling not so sound   Wish I wasn't born today.      I'm starting to break my devotion   What does that mean anyway?   Running into signs interwoven   So much that it gets in my way   I'm starting to feel so so hollow   Fill me up then go on your way   I doubt I'll be leasing tomorrow   So I'll just do my best anyway.      Hold me now   I've been knocking down   Killing all these waves of shame   Hold me down   Feeling not so sound   Wish I wasn't born today      Hold me now   I've been knocking down   Killing all these waves of shame.   Hold me down   Feeling not so sound   Wish I wasn't born today.  ,TRUE
20320,Usher,Missin U,"[Intro]   I, mean, everybody want somebody that's got confidence   You know it's in her attitude   The way she walks, nice legs   She's gotta be beautiful, nice thin waist   Fat ass, ooh   And them soft little lips   Little lips, little lips, little lips      [Breakdown]   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   I wonder if your lips are as soft as I imagine them to be   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   The crazy shit is you're the only girl I love   Little lips, little lips, little lips   [Verse 1]   I reminisce of all of the things that don't exist yet   Like the breakfast on Sunday mornings after drunk sex   Or when you're out with your girls and you send me a drunk text   Saying ""Baby are you far, want you to come closer to my heart""   I miss you girl, whoever you are      [Hook]   Oh, I miss you, already   And I just wanna kiss you, already   So come on, come on, come on   If you are ready, hurry up to the home   You don't know I miss you, already   Girl I miss you, yeah      [Breakdown]   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips   Little lips, little lips, little lips, little lips      [Verse 2]   Pillow cases covered in traces of your makeup   And, if I ever cheat, all I'm gonna taste is your flavor, real shit   I dreamt about you last night, I ain't wanna wake up   Even though I can't see you so far   Lookin' just like the the tint of my car   I miss you girl, whoever you are      [Hook]   Oh, I miss you, already   And I just wanna kiss you, already   So come on, come on, come on   If you are ready, hurry up to the home   You don't know I miss you already      [Post-Hook]   I like the way your frame is   I wonder if your sex is as good as I assume it's gonna be   The crazy shit is you already knew what it was      [Outro]   Take this, take that girl, but don't take time   To take my heart, baby come claim mine   Won't wait forever but I wait for you   Don't take too long girl cause I'm missin' you      [Hook]   Oh, I miss you, already   And I wanna kiss you, already   So come on, come on, come on   If you are ready, hurry up to the phone   You don't know I miss you, already   Girl I miss you, yeah  ",TRUE
30466,Drake,Fireworks,"Money just changed everything, I wonder how life without it would go   From the concrete who knew that a flower would grow   Lookin' down from the top and its crowded below   My fifteen minutes started an hour ago   Truth over fame, you know I respect the blatant sh!t   When I hear talkin', I just don't know what to make of it   Hate is so familiar to me, I'm slowly embracing it   Doesn't come natural, bear with me it could take a bit   Yeah, and my dreams who I'm racing with   You can see I'm pacin' it so that I'm always chasin' it   Wayne put me right here, that's who I get the paper with   I hope that my success never alters our relationship   Yeah, this life is something I would die for   Octobers Own, but its lookin' like July 4th   I just wish they'd let you try it first   This time I'm really goin' off, fireworks      Today it begins   I missed them before, but won't miss them again   I keep having the same dream   And I think I just realized what it means.      All I see is fireworks, all I see is fireworks   Every night its fireworks every night its fireworks   All I see is fireworks all I see is fireworks   Taking off like fireworks takin' off like oh-ah-oh-oh      I'm just such a gentleman you should give it up for me   Look at how I'm placing all my napkins and my cutlery   I can tell it wasn't love I just thought you fuck with me   Who coulda predicted love could strike now you stuck with me   Damn I kept my wits about me luckily   What happened between us that night it always seems to trouble me   Now all of a sudden these gossip brags wanna cover me   And you making it seem that it happened that way because of me   But I was curious and I'll never forget it baby   What an experience you coulda been the one but it wasn't that serious   Their was smoke in the air before now its me clearing it   That felt good, all and all I learned a lesson from it though   You never see it coming you just get to see it go   Yeah I shoulda looked up in the sky at first   Now I can see it in her eyes, fireworks!      Today it begins   I missed them before, but won't miss them again   I keep having the same dream   And I think I just realized what it means.      All I see is fireworks, all I see is fireworks   Every night its fireworks every night its fireworks   All I see is fireworks all I see is fireworks   Taking off like fireworks takin' off like oh-ah-oh-oh      Everything the same but it feels different   My dad called me up knowing that I still listen   And he's still got his foot out, guilt trippin'   It's been years, though, I just learn to deal with it   For real, me and my realtor we built up a better rapport   Got my mother in a place with some better decor   She searched the entire city I let her explore   Ant now she's sayin' she's more lonely than every before   How many of our parents' marriages lasted?   I was only five, I bet I barely reacted   I'm flying back home for the heritage classic   Searchin' for that feeling, tell me where is the magic?   Let's stay together 'til we're ghosts   I want to witness love, I've never seen it close   Yeah, but I guess I gotta find it first   That's why I'm really going off, Fireworks      Today it begins   I missed them before, but won't miss them again   I keep having the same dream   And I think I just realized what it means.      All I see is fireworks, all I see is fireworks   Every night its fireworks every night its fireworks   All I see is fireworks all I see is fireworks   Taking off like fireworks takin' off like oh-ah-oh-oh  ",TRUE
46002,Nine Inch Nails,The Wretched,"Just a reflection   Just a glimpse   Just a little reminder   Of all the what abouts   And all the might have   Could have beens   Another day   Some other way   But not another reason to continue   And now you're one of us   The wretched      The hopes and prays   The better days   The far aways   Forget it      It didn't turn out the way you wanted it to   It didn't turn out the way you wanted it to, did it?   It didn't turn out the way you wanted it to   It didn't turn out the way you wanted it to, did it?      Now you know   This is what it feels like   Now you know   This is what it feels like   The clouds will part and the sky cracks open   And god himself will reach his fucking arm through   Just to push you down   Just to hold you down   Stuck in this hole with the shit and the piss   And it's hard to believe it could come down to this   Back at the beginning   Sinking   Spinning      And in the end   We still pretend   The time we spend   Not knowing when   You're finally free   And you could be   But it didn't turn out the way you wanted it to   It didn't turn out quite the way that you wanted it      Now you know   This is what it feels like   Now you know   This is what it feels like      You can try to stop it but it keeps on coming   You can try to stop it but  ",TRUE
34806,Gucci Mane,Dope Show,"[Verse 1: Gucci Mane]   1017 Dreamteam   Eating them percocetes like they was baked beans   I just got out found out who got clean lean   And gas weed and Miley C   Peewee Longway with me that's my blood brother   Two pints of P's on us so we mud brothers   My life's a gangsta movie man I love colors   I'm in a red bentley Brooklyn it's just me and Thugga   They say I'm getting skinny but all of my blunts stuffed   Ain't nuthin' skinny but them skinnies on my bentley truck   This molly really got me thow'd up in a Mulsanne backseat   Pow'd up two three's of the codeine   And feel I'm bout to OD   I'm in a rari but I'm runnin from the police   A carbon 15 on me and an ounce of OG   These niggas say they know Gu-wop but they don't know me   Ten G's of molly on me so I brought sand to the beach      [Chorus:]   I'm in a ghost same color dope   Feel like I just came here on a banana boat   Come to my store, knock on my door   Soon as I get rid of them I got plenty more   Like Curtis Blow I got to blow   Like Bruce Leroy I got to gloat   I do a show like I'm selling dope   I rep for the hood it's a dope show      [Verse 2: PeeWee Longway]   Me and big Gu-wop servin them bricks of du-wop   Them drummers south bricks to d-block   They bookin' those shows for re-rock   Money four door so now I'm re-routin   Looking at a real dope boy with cleeves out   Lebron James shooter trekkin what the heat brought   Real dope boy finnessing with the sheet rock   Feeling like Wayne put it on mamacita   Hit the block break it down serve James Ether   Fuck a thought with drop with the egg beater   Pull up in a drop top but I damn need her   C-Note say we not done counting 20's   Me and Wop in a Bentley flying down 20   Pourin' mud so dark think we sippin' henny   Got a bitch so bad call her dream of Jeannie      [Chorus]      [Verse 3:]   Dope show doing shows like I'm sellin' dope   I'm counting 300, 000 now while she snorting coke   She mix her coke with heroine then she call it speed ballin'   I miss my cooking with OG I hear that weed callin'   I'm on the phone slurring my words because the lean talking   Sipping champagne shoppin' for jeans I'm in mini markets   Trying on giuseppes with a niff and with a beam on it   Smelling like I just smoked a half a pound of green homey   The choos got me looking lean homey   They say the robins looking mean homey   But I ain't sticky cut some lean on it   They say I'm picky bout' my weed homey   These niggas trick u with the lean I put PT's on it   These niggas killin' what they eat homey   They'll treat you like a piece of meat homey   So don't get butchered in the street homey   I ain't had no work in like 2 weeks homey   I gotta feed the streets plus Gu-wop gotta eat homey      [Chorus]  ",TRUE
55782,Ween,I Play It Off Legit,"Where have you been?   I was out with Pat   Was she shootin' shit?   Yeah, but I played it off legit      Talkin' to some Joe,   Hangin' out, shootin' shit   Tries to tell me somethin'   I play it off legit      How did you handle it?   I played it off legit      So pleasant when the sails of the seas of Orion gently slip   No more need for God's sorrow   I just play it off legit      Dude's hounding this bitch, okay   I'm checkin' out the shit laughin' (yeah)   Later on I'll fuck her (oh man)   She knows I'm legit   (She does? I didn't know that)   (That's right, from the start)   (Bitch was houndin' and shit)   (Tell me about that sexy scorpion)   A sexy scorpion that stings her with wit   I play it off legit because I know I'm legit   (That's right, I know you're legit)   (I'm legit, played it off cool)      My ma bought me a cool shirt   When I wear it, I'm the shit   I'm really not that legit   My mom bought it   (She wasn't playing it off legit either)   (Nah, she knows I'm legit)   (Did you clap when you saw her?)   I clapped when I saw her   When I found her, you split   When I'm on the go, you know I'm legit      (I mean, I was really legit, up on the go that night)   (Ah you were, know I'm legit)   (You know I'm legit, go)   (Do it, keep it going, tell 'em about Joe)      Talkin' to some Joe   Hangin' out, shootin' shit (right)   Tries to tell me somethin'   I play it off legit (that's right)   You want to hear about the scorpion?  ",TRUE
4529,Drake,No Tellin',"[Hook]   Envelopes coming in the mail, let her open em'   Hopin' for a check again, ain't no tellin'   Yeah, she invite me to the telly   Keep the blade with me when I go to check a bitch, ain't no' tellin   Yeah, police comin' round' lookin' for some help on a case they gotta solve, we never help em'   Yeah, I stay up late at night, thinkin' bout' my life   Wanna lie but I get it all, ain't no tellin'   Ain't no tellin', yeah, ain't no tellin'   Yeah, no tellin'   Ain't no tellin'      [Verse 1]   Suitcase, I been living outta' suitcase   Still drinkin' Henny, if it's done, I'll take the D'usse   Oops, aye, fuck it, all you niggas two-faced   Got the club going up on a Tuesday   True say, I been going hard but then again   They think I'm soft, think I'm innocent   I'm just lookin' in the mirror like I'm really him   Man, I'm really him, you just fillin' in, man   I gotta blunt, can I get a light?   Yeah, I took the summer off to get it right   Yeah, I gave these boys a shot and they fuckin' failed   Niggas like ""you took the summer off? we couldn't tell""   Dog, just bought a island gotta sail to it   You pick the casket, I'll put the nail through it   I ain't gotta do it, but fuck it someone gotta do it   Hate if someone else did it, fuck, I may as well do it      [Hook]   Envelopes coming in the mail, let her open em'   Hopin' for a check again, ain't no tellin'   Yeah, she invite me to the telly   Keep the blade with me when I go to check a bitch, ain't no' tellin   Yeah, police comin' round' lookin' for some help on a case they gotta solve, we never help em'   Yeah, I stay up late at night, thinkin' bout' my life   Wanna lie but I get it all, ain't no tellin'   Ain't no tellin', yeah, ain't no tellin'   Yeah, no tellin'   Ain't no tellin'      [Verse 2]   I had to switch the flow up on you niggas   The shit was gettin' too predictable   The new shit on steroids, I would never pass a physical   I got it rollin' in all kinda ways, lump sum and residual, yeah   I mean we hear about the money you be gettin' but we just never see a visual   It's our year (aw yeah), Aw yeah   I mean besides Ricky Ross, Aubrey the biggest boss here (grunt)   What's the word these days?   Buncha' niggas chasing after all these woman they don't even know   Buncha' out of season woman fuckin' off-season niggas to get last season wardrobe   All the rappers that you vouch for need to get out of the house more, they washed up   And even if the team was religious with it, I can't really see another squad tryna' cross us, nah      Ovo unruly   One shot to make it in a life   From the six to the fucking [?]      [Hook]   Envelopes coming in the mail, let her open em'   Hopin' for a check again, ain't no tellin'   Yeah, she invite me to the telly   Keep the blade with me when I go to check a bitch, ain't no' tellin   Yeah, police comin' round' lookin' for some help on a case they gotta solve, we never help em'   Wanna lie but I get it all, ain't no tellin'   Ain't no tellin', yeah, ain't no tellin'   Yeah, no tellin'   Ain't no tellin'      [Outro]   I gotta' keep watchin' for Abba's cause' anything's possible, yeah   There's no code in ethics out here, anyone will take shots at you, yeah   Niggas think they can come take what I got, let's be logical, yeah   V-Live, I order that Alfredo pasta then eat in the kitchen like I'm in the mafia   Houston, they get me though   European, my vehicle   How much it hit me fo'?   Ain't no tellin', yeah   What am I willin' to give her to get what I want tonight?   Ain't no tellin'   Please don't speak to me like I'm that Drake from four years ago   I'm at a higher place   Thinkin' they lions and tigers and bears, I go huntin'   Put heads on my fire place, oh my, take time   Ain't no tellin'   Oh my, take time, ain't no tellin'  ",TRUE
8573,Insane Clown Posse,Intro ( The Great Milenko ),"""Pumpkin, put some music on, I feel like dancin'.""   ""Hold on, suga, I'm fixin' to right now 3, 6, 4 awright, now come over here,   Woman, let's get this shindig started, woo! C'mon, everybody!   Now what in the hell is wrong with this juke machine? ""      ""Be warned, my children six will visit followed by the crumbling of time   Itself. Before the coming of Shangra La, a dark Carnival will sweep across   The land, as a shadow, plagued with destruction. A parade of freaks,   Jugglers, and death. This wretched nightmare is led by six faces. Three have   Come three have gone. The fourth emerges now. He walks among   Us as a shadow, void of light, powered by your own darkness, strengthened by   Your own wickedry. A horrid reflection of your very own deep desires cast   And reflected back upon yourself. Brothers and Sisters! The time has come   For the Necromaster. The unleashing of the fourth joker's card. The arrival   Of The Great Milenko Milenko Milenko ""      ""This damn thing! Maryanne, what in the hell is wrong with this music box?""   ""Don't mind that old thing, honey, it does that all the time.""  ",TRUE
43067,Marilyn Manson,Use Your Fist And Not Your Mouth,"I am overground and   Out-selling it.   Since god thinks I don't exist   The beatings happen per minute   This is not   Blue-collar-white-corrective politics   I'm on a hate American style   Kick.      This is the black collar song   Put it in your middle finger and sing along   Use your fist and not your mouth   (come on, come on)   This is the black collar song   Put it in your middle finger and sing along   Use your fist and not your mouth   (come on, come on)      I'm on a campaign for pain   And when I get elected   I'll wipe the white of your house   The smile off your face      This is the black collar song   Put it in your middle finger and sing along   Use your fist and not your mouth   (come on, come on)   This is the black collar song   Put it in your middle finger and sing along   Use your fist and not your mouth   (come on, come on)   I woke up today and wished for tomorrow   I don't want to be like anyone else   I woke up today and wished for tomorrow   I don't want to even be myself      I said, no, this isn't your song   We can't all get along   It's too hard to hold hands when   Your hand's a fist   My hate-pop won't ever stop   I'm fucking glad we're different   This is my hate american style   Hit.      Don't bring, don't sing it   Use your fist and not your mouth.      This is the black collar song   Put it in your middle finger and sing along   Use your fist and not your mouth   (come on, come on)   This is the black collar song   Put it in your middle finger and sing along   Use your fist and not your mouth   (come on, come on)   I woke up today and wished for tomorrow   I don't want to be like anyone else   I woke up today and wished for tomorrow   I don't want to even be myself  ",TRUE
